country,date,ip,cpi,unemp,rate3m,cpi_yoy,ip_yoy,epu_adjusted,epu_unadjusted,nb_articles,rec_m
DEU,1981-08-01,59.45072,52.12506,,12.9,6.533320825262856,-2.251782547460335,,,,1.0
DEU,1981-09-01,59.63747,52.38601,,12.5,7.066651052016604,1.590666617379588,,,,1.0
DEU,1981-10-01,59.94873,52.64697,,11.78,7.456743365057195,1.5822770331924252,,,,1.0
DEU,1981-11-01,59.45072,52.90792,,11.08,7.275124980129699,-0.9336123266755036,,,,1.0
DEU,1981-12-01,58.9527,53.03839,,10.82,6.692910217926484,-0.31579591697320497,,,,1.0
DEU,1982-01-01,59.20171,53.49506,,10.46,6.631985812450303,0.5285407056661917,,,,1.0
DEU,1982-02-01,58.76595,53.5603,,10.27,5.935499566351221,-2.0746866532280195,,,,1.0
DEU,1982-03-01,59.32621,53.5603,,9.87,5.121648775543752,-0.729175974423868,,,,1.0
DEU,1982-04-01,59.20171,53.75601,,9.33,4.968158662087774,0.0,,,,1.0
DEU,1982-05-01,59.20171,54.14744,,9.18,5.196465387075255,-0.6269553012141715,,,,1.0
DEU,1982-06-01,57.76991,54.73458,,9.28,5.934342847852858,-1.902753332671081,,,,1.0
DEU,1982-07-01,55.8401,54.79982,,9.46,5.395234388808512,-5.974846632688124,,,,1.0
DEU,1982-08-01,57.02289,54.73458,,9.0,5.006267618684768,-4.083768876138083,,,,1.0
DEU,1982-09-01,56.77388,54.93029,,8.179999999999998,4.856792872753624,-4.801662444768374,,,,1.0
DEU,1982-10-01,56.15136,55.19124,,7.58,4.832699773605209,-6.334362712938201,,,,1.0
DEU,1982-11-01,55.46659,55.32171999999999,,7.309999999999999,4.5622659140635236,-6.701567281270949,,,,0.0
DEU,1982-12-01,55.7156,55.45219,,6.62,4.551043121784049,-5.4910122861209,,,,0.0
DEU,1983-01-01,56.58712,55.71315,,5.82,4.146345475638302,-4.416409593574244,,,,0.0
DEU,1983-02-01,56.08911,55.71315,,5.83,4.01948831503931,-4.555086746661963,,,,0.0
DEU,1983-03-01,57.08514,55.71315,,5.45,4.01948831503931,-3.7775377864185167,,,,0.0
DEU,1983-04-01,57.64541,55.84362,,5.2,3.883491352873847,-2.6288092016261033,,,,0.0
DEU,1983-05-01,57.2719,55.9741,,5.33,3.373492818866408,-3.259720031735569,,,,0.0
DEU,1983-06-01,59.20171,56.16981,,5.57,2.622163173628067,2.478452883170479,,,,0.0
DEU,1983-07-01,56.52487,56.36552,,5.57,2.857126173042168,1.2263051104851153,,,,0.0
DEU,1983-08-01,57.08514,56.561240000000005,,5.71,3.337305228248777,0.10916668727243284,,,,0.0
DEU,1983-09-01,58.57919,56.69172,,5.88,3.206664301244344,3.179824947669596,,,,0.0
DEU,1983-10-01,58.39243,56.69172,,6.18,2.7186923142150654,3.9911232782251505,,,,0.0
DEU,1983-11-01,59.13946,56.82219,,6.3,2.7122620193298586,6.621769969994551,,,,0.0
DEU,1983-12-01,60.32225,56.95266,,6.48,2.7058805071539904,8.268151110281497,,,,0.0
DEU,1984-01-01,59.57522,57.14838,,6.12,2.5761063590911792,5.280530269078909,,,,0.0
DEU,1984-02-01,60.13549,57.34409,,5.95,2.9273878788041996,7.21419897730593,,,,0.0
DEU,1984-03-01,59.20171,57.40933,,5.86,3.044487701736487,3.7077425053174906,,,,0.0
DEU,1984-04-01,58.76595,57.47456999999999,,5.84,2.920566395946378,1.9438494756130575,,,,0.0
DEU,1984-05-01,59.20171,57.53981,,6.1,2.797204421330579,3.3695581952056797,,,,0.0
DEU,1984-06-01,53.59903,57.73552,,6.13,2.787458244918395,-9.463713125853968,,,,0.0
DEU,1984-07-01,60.19774,57.670280000000005,,6.13,2.3148194144221756,6.497794687541969,,,,0.0
DEU,1984-08-01,59.57522,57.53981,,6.02,1.7301070485724823,4.362045884445576,,,,0.0
DEU,1984-09-01,60.82026,57.60505,,5.82,1.6110465514187933,3.825710119924852,,,,0.0
DEU,1984-10-01,60.57125,57.931230000000006,,6.07,2.186403940469628,3.731339832920133,,,,0.0
DEU,1984-11-01,61.06927,57.99647,,5.96,2.06658701468565,3.263151202259884,,,,0.0
DEU,1984-12-01,61.44279,58.06171,,5.83,1.947319054105634,1.8575898611209007,,,,0.0
DEU,1985-01-01,61.44279,58.3879,,5.87,2.168950370946643,3.134810077075678,,,,0.0
DEU,1985-02-01,61.50504,58.64885,,6.16,2.275317299481072,2.277440493126437,,,,0.0
DEU,1985-03-01,62.06531,58.84456,,6.39,2.4999943388992696,4.837022444115213,,,,0.0
DEU,1985-04-01,61.38054,58.9098,,6.02,2.4971565685484975,4.449158058365432,,,,0.0
DEU,1985-05-01,62.12756,58.9098,,5.84,2.3809428637320718,4.942171433899456,,,,0.0
DEU,1985-06-01,62.87458,58.9098,,5.68,2.033895252004303,17.305443773889206,,,,0.0
DEU,1985-07-01,63.4971,58.9098,,5.34,2.1493219731202773,5.480870212071087,,,,0.0
DEU,1985-08-01,61.87855,58.71409,,4.79,2.040813134419439,3.866255130908458,,,,0.0
DEU,1985-09-01,62.62558,58.77933,,4.71,2.0385018327386373,2.968287212188847,,,,1.0
DEU,1985-10-01,63.3726,58.84456,,4.84,1.5765762266742644,4.624883917700218,,,,1.0
DEU,1985-11-01,64.55539,58.9098,,4.88,1.574802742304815,5.708468432650338,,,,1.0
DEU,1985-12-01,62.12756,58.97504,,4.86,1.5730332434232608,1.1144838963204728,,,,1.0
DEU,1986-01-01,63.3726,59.17075,,4.72,1.3407743727724242,3.1408241715586094,,,,1.0
DEU,1986-02-01,63.62161,59.10551,,4.54,0.778634193168326,3.4412952174325717,,,,1.0
DEU,1986-03-01,63.74611,58.9098,,4.56,0.11086836234308617,2.7081150484868255,,,,1.0
DEU,1986-04-01,64.05737,58.9098,,4.53,0.0,4.361040160285334,,,,1.0
DEU,1986-05-01,63.43485,58.9098,,4.62,0.0,2.104203030024032,,,,1.0
DEU,1986-06-01,63.74611,58.9098,,4.65,0.0,1.3861404720317827,,,,1.0
DEU,1986-07-01,64.67989,58.71409,,4.65,-0.33221976649046026,1.8627464876348698,,,,1.0
DEU,1986-08-01,63.55936,58.51838000000001,,4.61,-0.33332714515372786,2.7163047615045954,,,,1.0
DEU,1986-09-01,63.18584,58.58361,,4.53,-0.33297419347924073,0.894618461018637,,,,1.0
DEU,1986-10-01,63.3726,58.3879,,4.64,-0.776044548553001,0.0,,,,1.0
DEU,1986-11-01,64.05737,58.32266,,4.73,-0.996676274575703,-0.771461530942652,,,,1.0
DEU,1986-12-01,63.2481,58.3879,,4.84,-0.9955737206791215,1.8036117948298624,,,,1.0
DEU,1987-01-01,62.25206,58.71409,,4.54,-0.771766455554479,-1.7681774142137119,,,,1.0
DEU,1987-02-01,63.4971,58.77933,,4.03,-0.551860562576989,-0.19570394399008872,,,,1.0
DEU,1987-03-01,63.12359,58.77933,,4.04,-0.2214741859588698,-0.9765615501871383,,,,1.0
DEU,1987-04-01,63.99512,58.9098,,3.91,0.0,-0.09717851357308183,,,,1.0
DEU,1987-05-01,64.9289,58.9098,,3.81,0.0,2.3552510962034257,,,,0.0
DEU,1987-06-01,63.74611,58.97504,,3.73,0.11074558053159045,0.0,,,,0.0
DEU,1987-07-01,62.99909,58.97504,,3.86,0.44444187076730923,-2.598643875244677,,,,0.0
DEU,1987-08-01,64.36863,58.9098,,4.0,0.6688838617883608,1.2732507061115728,,,,0.0
DEU,1987-09-01,63.55936,58.84456,,4.04,0.4454317513038264,0.5911451046626937,,,,0.0
DEU,1987-10-01,64.55539,58.9098,,4.74,0.8938495818482828,1.866405986183306,,,,0.0
DEU,1987-11-01,64.9289,58.9098,,3.98,1.0067099134367208,1.36054602304152,,,,0.0
DEU,1987-12-01,64.99115,58.97504,,3.71,1.0055850612883832,2.755893062400294,,,,0.0
DEU,1988-01-01,64.67989,59.23599,,3.46,0.8888837415346185,3.899999453833325,,,,0.0
DEU,1988-02-01,65.17791,59.36646999999999,,3.37,0.9988885548712245,2.6470657715076618,,,,0.0
DEU,1988-03-01,64.86665,59.36646999999999,,3.44,0.9988885548712245,2.761344847465108,,,,0.0
DEU,1988-04-01,65.30241,59.49694,,3.43,0.9966762745757141,2.042796388224599,,,,0.0
DEU,1988-05-01,65.30241,59.62742,,3.58,1.218167435638895,0.5752600151858411,,,,0.0
DEU,1988-06-01,66.4852,59.69266,,3.93,1.216819861419327,4.296873958269765,,,,0.0
DEU,1988-07-01,64.9289,59.69266,,4.93,1.216819861419327,3.0632347229142542,,,,0.0
DEU,1988-08-01,67.60574,59.62742,,5.37,1.218167435638895,5.029018017006104,,,,0.0
DEU,1988-09-01,66.79646,59.69266,,5.02,1.4412547226115624,5.093034291094178,,,,0.0
DEU,1988-10-01,67.04547,59.75789,,5.1,1.4396416215977759,3.8572766735666786,,,,0.0
DEU,1988-11-01,67.35673,59.95361,,4.95,1.7718783631925472,3.7392132009012924,,,,0.0
DEU,1988-12-01,68.85078,60.08408000000001,,5.39,1.8805243709881347,5.9387008846589096,,,,0.0
DEU,1989-01-01,67.85474,60.605990000000006,,5.7,2.3127831576715607,4.908558131437779,122.86457,122.86457,108.0,0.0
DEU,1989-02-01,67.60574,60.8017,,6.43,2.4175767904003775,3.7249276633755324,62.10709,62.10709,71.0,0.0
DEU,1989-03-01,68.10376,60.86694,,6.67,2.527470472810678,4.990407243167305,76.369705,76.369705,92.0,0.0
DEU,1989-04-01,70.15807,61.25836999999999,,6.48,2.9605388109035458,7.435652068583698,45.560543,45.560543,92.0,0.0
DEU,1989-05-01,66.79646,61.3236,,7.02,2.8446308761975514,2.2878941221311733,209.24107,209.24107,68.0,0.0
DEU,1989-06-01,69.4733,61.38884,,7.02,2.841521888955878,4.494383712465311,214.58934,214.58934,108.0,0.0
DEU,1989-07-01,69.84682,61.3236,,7.09,2.7322287195779227,7.574315905552065,230.60466,230.60466,61.0,0.0
DEU,1989-08-01,69.66006,61.3236,,7.07,2.8446308761975514,3.038676893411729,58.166359,58.166359,66.0,0.0
DEU,1989-09-01,70.03357,61.38884,,7.41,2.841521888955878,4.846229875056252,121.39721,121.39721,117.0,0.0
DEU,1989-10-01,70.22033,61.58455,,8.13,3.0567679012762916,4.735383315233688,297.953,297.953,154.0,0.0
DEU,1989-11-01,70.53159,61.715030000000006,,8.29,2.937971541663642,4.713500789008007,213.82068,213.82068,335.0,0.0
DEU,1989-12-01,71.71438,61.91074,,8.109999999999998,3.0401730375167357,4.159139518826094,235.95015,235.95015,220.0,0.0
DEU,1990-01-01,71.58987,62.23693000000001,,8.3,2.6910541350780637,5.504597025940994,267.62271,267.62271,151.0,0.0
DEU,1990-02-01,71.27861,62.49788,,8.31,2.7896917355929363,5.432778341010702,290.21634,290.21634,241.0,0.0
DEU,1990-03-01,71.96339,62.49788,,8.48,2.679516992311437,5.667278869771675,188.78333,188.78333,200.0,0.0
DEU,1990-04-01,70.71835,62.62836,,8.269999999999998,2.2364127546978585,0.7985966546685264,123.12209,123.12209,156.0,0.0
DEU,1990-05-01,72.52365,62.75883,,8.33,2.3404203275737334,8.574092100090347,231.2879,231.2879,222.0,0.0
DEU,1990-06-01,72.52365,62.82406999999999,,8.3,2.3379330836027945,4.390679584818935,232.64496,232.64496,229.0,0.0
DEU,1990-07-01,73.20843,62.82406999999999,,8.26,2.4468067758578904,4.8128318511852175,178.41396,178.41396,236.0,0.0
DEU,1990-08-01,73.64419,63.01979,,8.449999999999998,2.7659661207104724,5.719389274140729,106.85023,106.85023,158.0,0.0
DEU,1990-09-01,74.32896,63.2155,,8.47,2.975557120805661,6.13333005871326,204.80988,204.80988,183.0,0.0
DEU,1990-10-01,74.45347,63.67216,,8.599999999999998,3.389827481080876,6.028368137831297,92.983269,92.983269,183.0,0.0
DEU,1990-11-01,74.45347,63.54169,,8.88,2.9598300446422865,5.560458795838863,162.54854,162.54854,197.0,0.0
DEU,1990-12-01,74.76472,63.606930000000006,,9.21,2.739734656700943,4.25345655920053,118.62884,118.62884,138.0,0.0
DEU,1991-01-01,77.05526,63.99836,5.2,9.35,2.830200654177495,7.634306362059329,79.908684,79.908684,130.0,0.0
DEU,1991-02-01,76.14754,64.27823000000001,5.2,9.08,2.8486566264327884,6.830843081816562,184.31261,184.31261,112.0,0.0
DEU,1991-03-01,75.64325,64.27823000000001,5.3,9.090000000000002,2.8486566264327884,5.113516747890823,111.12193,111.12193,115.0,1.0
DEU,1991-04-01,75.03811,64.55811,5.3,9.18,3.081271807213226,6.108400436378969,193.74814,193.74814,117.0,1.0
DEU,1991-05-01,73.82781,64.74469,5.3,9.08,3.1642718642141743,1.7982547762005918,91.980766,91.980766,97.0,1.0
DEU,1991-06-01,77.05526,65.11786,5.4,9.06,3.651132440161864,6.248458261546408,90.294495,90.294495,134.0,1.0
DEU,1991-07-01,74.83639,65.8642,5.5,9.15,4.839116599736393,2.2237329771994663,88.161324,88.161324,99.0,1.0
DEU,1991-08-01,73.6261,65.8642,5.6,9.31,4.5135186899226465,-0.02456405590176569,103.6768,103.6768,109.0,1.0
DEU,1991-09-01,73.42439,65.8642,5.7,9.27,4.1899534133242655,-1.2169819139134952,180.32458,180.32458,116.0,1.0
DEU,1991-10-01,74.53381,66.89041,5.8,9.38,5.054406823955726,0.10790632055162064,120.48721,120.48721,143.0,1.0
DEU,1991-11-01,75.34068,67.17029000000001,5.9,9.43,5.710581509556967,1.1916301550485286,93.806389,93.806389,174.0,1.0
DEU,1991-12-01,75.44154,67.26358,6.0,9.58,5.748823280733717,0.9052665481794175,201.52095,201.52095,120.0,1.0
DEU,1992-01-01,76.34926,67.63675,6.0,9.53,5.685130056457699,-0.9162255762942162,137.12354,137.12354,142.0,1.0
DEU,1992-02-01,77.66041,68.00992,6.1,9.61,5.805527003465993,1.9867614896029284,94.343948,94.343948,145.0,1.0
DEU,1992-03-01,75.44154,68.28979,6.2,9.7,6.2409310275033825,-0.2666596160265322,112.11124,112.11124,122.0,1.0
DEU,1992-04-01,75.34068,68.56966,6.3,9.75,6.213859110807296,0.40322177624143585,155.33647,155.33647,112.0,1.0
DEU,1992-05-01,74.83639,68.75625,6.4,9.79,6.195967576646044,1.366124770597965,146.82875,146.82875,135.0,1.0
DEU,1992-06-01,73.6261,68.94283,6.5,9.75,5.873918461079652,-4.450260760913672,49.884819,49.884819,99.0,1.0
DEU,1992-07-01,72.31495,69.12942,6.6,9.78,4.957503469259472,-3.369269950087117,62.587868,62.587868,87.0,1.0
DEU,1992-08-01,72.51666,69.12942,6.8,9.88,4.957503469259472,-1.5068569433937085,51.581306,51.581306,88.0,1.0
DEU,1992-09-01,71.91151,69.12942,6.9,9.5,4.957503469259472,-2.0604597464139562,241.1106,241.1106,155.0,1.0
DEU,1992-10-01,71.81066,69.12942,7.0,8.939999999999998,3.3472810227953342,-3.653576812992654,96.985634,96.985634,117.0,1.0
DEU,1992-11-01,70.70123,69.40929,7.1,8.939999999999998,3.333318942050112,-6.157961409427171,94.739906,94.739906,165.0,1.0
DEU,1992-12-01,69.49094,69.50259,7.2,9.04,3.3287107228012536,-7.8876968842364725,170.8373,170.8373,145.0,1.0
DEU,1993-01-01,68.68407,70.71539,7.3,8.59,4.551726687045132,-10.039638891064563,160.57802,160.57802,102.0,1.0
DEU,1993-02-01,67.6755,71.27514000000001,7.4,8.4,4.801093722798111,-12.85714304109391,107.16946,107.16946,109.0,1.0
DEU,1993-03-01,67.77635,71.46172,7.5,7.98,4.644808543121903,-10.160436809747008,238.64882,238.64882,130.0,1.0
DEU,1993-04-01,67.27206,71.64831,7.5,7.92,4.489813716445434,-10.709513107659774,81.773849,81.773849,129.0,1.0
DEU,1993-05-01,67.27206,71.7416,7.6,7.51,4.341932551586236,-10.107823212744494,108.49486,108.49486,137.0,1.0
DEU,1993-06-01,66.76778,71.92818,7.7,7.599999999999999,4.330181978314496,-9.315066260470118,135.48729,135.48729,166.0,1.0
DEU,1993-07-01,65.25491,72.30135,7.8,7.24,4.5883937692519305,-9.762905180740633,127.29019,127.29019,135.0,1.0
DEU,1993-08-01,68.07893,72.30135,7.9,6.61,4.5883937692519305,-6.119600654525459,74.848724,74.848724,100.0,1.0
DEU,1993-09-01,67.77635,72.20805,8.0,6.63,4.453429523927732,-5.750345111651822,102.6608,102.6608,104.0,1.0
DEU,1993-10-01,67.77635,72.20805,8.1,6.640000000000001,4.453429523927732,-5.617982065615335,71.066414,71.066414,141.0,0.0
DEU,1993-11-01,67.1712,72.30135,8.2,6.3100000000000005,4.166675671224995,-4.992883433569684,139.00153,139.00153,143.0,0.0
DEU,1993-12-01,67.97807,72.48793,8.3,6.11,4.295293168211445,-2.177075169799103,178.76649,178.76649,129.0,0.0
DEU,1994-01-01,67.6755,72.86109999999998,8.4,5.89,3.0342899897744635,-1.4684190963057508,153.11472,153.11472,119.0,0.0
DEU,1994-02-01,68.68407,73.42085,8.5,5.91,3.0104605897652403,1.4903029900037668,152.96765,152.96765,115.0,0.0
DEU,1994-03-01,68.3815,73.51414,8.5,5.84,2.872055136652185,0.8928630709679863,49.432087,49.432087,121.0,0.0
DEU,1994-04-01,69.18836,73.60743999999998,8.6,5.59,2.7343701477396953,2.8485823089110296,120.189,120.189,97.0,0.0
DEU,1994-05-01,68.88579,73.79402,8.5,5.2,2.8608506082942187,2.3988116314559216,155.17104,155.17104,112.0,0.0
DEU,1994-06-01,69.39008,73.88731,8.5,5.07,2.723730810372227,3.9274931711073657,97.853767,97.853767,117.0,0.0
DEU,1994-07-01,69.0875,74.07389999999998,8.5,4.97,2.4516139740129006,5.87325919229682,130.78551,130.78551,115.0,0.0
DEU,1994-08-01,69.0875,74.26048,8.4,5.0,2.7096727792772946,1.4814715801203082,102.61775,102.61775,120.0,0.0
DEU,1994-09-01,70.09608,74.07389999999998,8.4,5.07,2.5839916740584723,3.4226245585665227,160.20802,160.20802,171.0,0.0
DEU,1994-10-01,71.40723,73.98061,8.3,5.22,2.454795552573419,5.357148916989485,159.03191,159.03191,107.0,0.0
DEU,1994-11-01,71.81066,74.07389999999998,8.3,5.21,2.4516139740129006,6.90691844123672,84.50824,84.50824,86.0,0.0
DEU,1994-12-01,71.81066,74.26048,8.2,5.4,2.4453036526218774,5.6379800132601465,58.155399,58.155399,73.0,1.0
DEU,1995-01-01,70.39865,74.54035999999996,8.2,5.16,2.304741487570161,4.023834327045983,85.82724,85.82724,66.0,1.0
DEU,1995-02-01,71.40723,74.91353000000002,8.1,5.1000000000000005,2.033046471131872,3.964762134800681,100.85149,100.85149,102.0,1.0
DEU,1995-03-01,70.60036,74.91353000000002,8.1,5.07,1.9035657629947522,3.2448249892149006,171.61516,171.61516,111.0,1.0
DEU,1995-04-01,71.0038,75.00681999999999,8.1,4.68,1.9011393413492117,2.6239095709162497,55.888966,55.888966,125.0,1.0
DEU,1995-05-01,71.40723,75.00681999999999,8.1,4.59,1.6434936055794047,3.660319494049502,53.538807,53.538807,98.0,1.0
DEU,1995-06-01,70.60036,75.10011,8.1,4.53,1.641418533168948,1.7441686189149763,153.37968,153.37968,111.0,1.0
DEU,1995-07-01,70.39865,75.28669999999998,8.2,4.5600000000000005,1.6372838476170548,1.8978107472408245,107.4372,107.4372,129.0,1.0
DEU,1995-08-01,69.59179,75.28669999999998,8.3,4.46,1.381919427399314,0.7299294373077636,56.352348,56.352348,106.0,1.0
DEU,1995-09-01,71.0038,75.28669999999998,8.3,4.19,1.6372838476170548,1.2949654246000586,113.16161,113.16161,130.0,1.0
DEU,1995-10-01,69.18836,75.10011,8.4,4.09,1.5132343461347508,-3.107346412961254,194.50537,194.50537,93.0,1.0
DEU,1995-11-01,69.59179,75.10011,8.4,4.01,1.3853867556589128,-3.089889439812965,138.94899,138.94899,134.0,1.0
DEU,1995-12-01,69.59179,75.37999,8.5,3.94,1.5075447936776065,-3.089889439812965,176.0231,176.0231,107.0,1.0
DEU,1996-01-01,69.89436,75.56657,8.5,3.61,1.3767172576038433,-0.7163347592602953,149.27435,149.27435,130.0,1.0
DEU,1996-02-01,69.28922,76.03304,8.6,3.35,1.494402946970963,-2.966100211421163,119.95072,119.95072,107.0,1.0
DEU,1996-03-01,69.39008,76.03304,8.6,3.36,1.494402946970963,-1.7142688790822036,138.97397,138.97397,120.0,0.0
DEU,1996-04-01,69.39008,76.03304,8.7,3.33,1.3681689211727743,-2.2727234317036604,72.28775,72.28775,105.0,0.0
DEU,1996-05-01,69.99522,76.12633000000001,8.8,3.29,1.492544277973673,-1.9774048090088314,114.643,114.643,124.0,0.0
DEU,1996-06-01,70.39865,76.21961999999996,8.8,3.39,1.490690226685376,-0.28570675843577753,120.25676,120.25676,166.0,0.0
DEU,1996-07-01,69.59179,76.31291,8.9,3.38,1.3630694398878207,-1.1461299328893393,74.487267,74.487267,121.0,0.0
DEU,1996-08-01,70.49951,76.31291,9.0,3.29,1.3630694398878207,1.3043492630380626,85.955444,85.955444,80.0,0.0
DEU,1996-09-01,71.10465,76.31291,9.1,3.12,1.3630694398878207,0.14203465166653384,88.496521,88.496521,90.0,0.0
DEU,1996-10-01,70.09608,76.31291,9.2,3.12,1.6149110833526104,1.311954785458136,123.09152,123.09152,93.0,0.0
DEU,1996-11-01,71.10465,76.21961999999996,9.3,3.19,1.490690226685376,2.1739058587227023,134.42889,134.42889,127.0,0.0
DEU,1996-12-01,71.10465,76.49949000000002,9.4,3.23,1.4851421444869173,2.1739058587227023,76.944176,76.944176,72.0,0.0
DEU,1997-01-01,70.19694,77.15253,9.5,3.14,2.098758750066332,0.43291046659557075,70.134476,70.134476,79.0,0.0
DEU,1997-02-01,71.20551,77.24583,9.5,3.19,1.595082874497722,2.7656394457896916,151.03577,151.03577,96.0,0.0
DEU,1997-03-01,72.01237,77.24583,9.6,3.26,1.595082874497722,3.77905602645221,80.326126,80.326126,98.0,0.0
DEU,1997-04-01,71.7098,77.15253,9.7,3.23,1.4723730630789023,3.343013871723466,107.62643,107.62643,139.0,0.0
DEU,1997-05-01,70.80209,77.33911999999998,9.7,3.17,1.593128159468571,1.1527501449384747,67.024879,67.024879,98.0,0.0
DEU,1997-06-01,73.6261,77.43241,9.7,3.14,1.5911782294375731,4.58453393637519,193.1763,193.1763,97.0,0.0
DEU,1997-07-01,74.43296,78.08546,9.7,3.14,2.3227393634969395,6.956524613032644,71.413292,71.413292,84.0,0.0
DEU,1997-08-01,72.01237,78.17874999999998,9.7,3.26,2.444986044956199,2.1459156240944077,119.84114,119.84114,119.0,0.0
DEU,1997-09-01,72.61752,77.99216,9.7,3.31,2.2004795780949715,2.1276667559716467,94.075432,94.075432,98.0,0.0
DEU,1997-10-01,73.6261,77.89887,9.7,3.58,2.078232896635712,5.03597348097069,122.32105,122.32105,98.0,0.0
DEU,1997-11-01,74.02953,77.89887,9.7,3.74,2.203172883832316,4.113486248789622,68.355797,68.355797,116.0,0.0
DEU,1997-12-01,74.73553,78.08546,9.7,3.74,2.0731772198742338,5.106388963309705,42.207462,42.207462,75.0,0.0
DEU,1998-01-01,75.5424,78.08546,9.7,3.5700000000000003,1.2092020831980577,7.614947318216436,74.09063,74.09063,123.0,1.0
DEU,1998-02-01,75.34068,78.27204,9.7,3.51,1.3284988976103973,5.80737361476662,80.637657,80.637657,146.0,1.0
DEU,1998-03-01,76.34926,78.17874999999998,9.6,3.52,1.2077286243153518,6.0224236474927695,84.406647,84.406647,170.0,1.0
DEU,1998-04-01,75.64325,78.27204,9.6,3.63,1.4510347230350051,5.485233538512158,143.77408,143.77408,120.0,1.0
DEU,1998-05-01,76.04668,78.36533,9.5,3.63,1.3268964012003615,7.407394329743644,84.256424,84.256424,187.0,1.0
DEU,1998-06-01,75.44154,78.45863,9.4,3.56,1.32531068063102,2.4657560294515157,28.125908,28.125908,182.0,1.0
DEU,1998-07-01,77.05526,78.7385,9.4,3.54,0.8363144687884239,3.523036031349558,37.662544,37.662544,134.0,1.0
DEU,1998-08-01,75.34068,78.55191999999998,9.3,3.5,0.4773291975121108,4.621858716773253,110.81815,110.81815,122.0,1.0
DEU,1998-09-01,74.83639,78.36533,9.2,3.49,0.47847116940984424,3.0555573916597467,142.70731,142.70731,212.0,1.0
DEU,1998-10-01,75.34068,78.27204,9.1,3.5700000000000003,0.47904417612218975,2.328766565117557,146.29897,146.29897,177.0,1.0
DEU,1998-11-01,74.3321,78.27204,9.1,3.63,0.47904417612218975,0.4087152788893933,81.155037,81.155037,184.0,1.0
DEU,1998-12-01,74.63467,78.36533,9.0,3.38,0.3584149981315399,-0.1349558904579884,39.766747,39.766747,152.0,1.0
DEU,1999-01-01,75.84496,78.27204,8.9,3.1321,0.23894333208769325,0.40051679586563527,86.568756,86.568756,168.0,0.0
DEU,1999-02-01,74.43296,78.36533,8.8,3.0934,0.11918687694865149,-1.2048205564377912,116.06976,116.06976,269.0,0.0
DEU,1999-03-01,74.93725,78.36533,8.8,3.0466956522,0.23865820315625008,-1.849408887525561,188.85954,188.85954,195.0,0.0
DEU,1999-04-01,75.44154,78.7385,8.7,2.6964545455,0.5959471606974853,-0.2666596160265322,74.781532,74.781532,168.0,0.0
DEU,1999-05-01,75.94582,78.7385,8.6,2.578952381,0.4761927245122255,-0.13262906414849285,28.067719,28.067719,168.0,0.0
DEU,1999-06-01,75.94582,78.83179,8.6,2.6266818182,0.47561370877875486,0.6684381045243715,93.120552,93.120552,165.0,0.0
DEU,1999-07-01,76.55097,79.20496,8.5,2.6764545455,0.59241667037091,-0.654452402081307,82.803566,82.803566,132.0,0.0
DEU,1999-08-01,77.25697,79.11167,8.5,2.6950454545,0.7125860195397182,2.5434997401138304,114.61973,114.61973,138.0,0.0
DEU,1999-09-01,76.9544,78.92508999999998,8.4,2.7266818182,0.7142954671408575,2.830187292572517,88.850266,88.850266,212.0,0.0
DEU,1999-10-01,77.76126,78.83179,8.4,3.3756666667,0.7151340376461368,3.2128459684727995,103.17589,103.17589,201.0,0.0
DEU,1999-11-01,77.66041,79.01838000000002,8.3,3.4676818182,0.9535205674976899,4.477621377574437,138.522,138.522,179.0,0.0
DEU,1999-12-01,77.76126,79.29826,8.2,3.4460454545,1.1904881916531274,4.18919250262646,132.00557,132.00557,160.0,0.0
DEU,2000-01-01,79.15593,79.48484,8.2,3.3431429,1.549467728195153,4.365444981446354,91.346878,91.346878,173.0,0.0
DEU,2000-02-01,80.89562,79.57813,8.1,3.5367619,1.5476231644784733,8.682524516020852,93.599869,93.599869,143.0,0.0
DEU,2000-03-01,80.79897,79.57813,8.1,3.7470435,1.5476231644784733,7.822171216584528,138.70433,138.70433,208.0,0.0
DEU,2000-04-01,81.95876,79.57813,8.0,3.9252778,1.0663525467211166,8.63876850870222,102.07795,102.07795,165.0,0.0
DEU,2000-05-01,83.89175,79.48484,8.0,4.3620455,0.947871752700391,10.462629806354062,54.121853,54.121853,141.0,0.0
DEU,2000-06-01,81.47552,79.85800999999998,8.0,4.5017273,1.3017844704528159,7.281111718854327,186.1951,186.1951,198.0,0.0
DEU,2000-07-01,83.50516,80.23118000000001,7.9,4.5829048,1.2956511814411709,9.084391745787146,83.259506,83.259506,214.0,0.0
DEU,2000-08-01,83.9884,80.04459,7.9,4.777087,1.1792444780902578,8.713039095372244,143.7332,143.7332,124.0,0.0
DEU,2000-09-01,84.08505,80.23118000000001,7.9,4.8528095,1.654847653642233,9.266071855540403,54.441589,54.441589,185.0,0.0
DEU,2000-10-01,83.7951,80.13789,7.8,5.0412727,1.6568189051650473,7.759442169532771,33.852264,33.852264,169.0,0.0
DEU,2000-11-01,84.1817,80.23118000000001,7.8,5.0919545,1.5348327819426189,8.397187189714828,48.438389,48.438389,198.0,0.0
DEU,2000-12-01,84.5683,80.88422,7.7,4.9391579,1.9999934424790755,8.753767621563746,76.505966,76.505966,172.0,0.0
